date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:28	186/186	---M--	302	error ('Object%20moved')	text/html	date:Fri,%2003%20Sep%202021%2020:45:26%20GMT	https://mychart.orlandohealth.com/MyChart/inside.asp?mode=letters	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/inside.02765.delayed	(from )
16:45:28	12455/12455	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202021%2020:45:27%20GMT	https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/Authentication/Login2d77.html	(from )
16:45:29	179/179	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Sep%202021%2020:45:27%20GMT	https://mychart.orlandohealth.com/robots.txt		(from )
16:45:30	116749/116749	---M--	200	added ('OK')	image/png	etag:%220ebe973a60d71:0%22	https://mychart.orlandohealth.com/MyChart/en-US/images/MyChart_city.png	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/en-US/images/MyChart_city.png	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
16:45:30	1510/1510	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Sep%202021%2020:45:29%20GMT	https://mychart.orlandohealth.com/MyChart/nojs.asp	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/nojs.html	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
16:45:31	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%2209cd4e5c555d21:0%22	https://mychart.orlandohealth.com/MyChart/favicon.ico	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/favicon.ico	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
16:45:31	62577/62577	---M-Z	200	added ('OK')	text/css	etag:%220469ab8bd71:0%22	https://mychart.orlandohealth.com/MyChart/en-us/styles/common.css?updateDt=1628285756	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/en-us/styles/commonebaf.css	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
16:45:32	9285/9285	---M-Z	200	added ('OK')	text/css	etag:%220469ab8bd71:0%22	https://mychart.orlandohealth.com/MyChart/en-us/styles/prelogin.css?updateDt=1628285756	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/en-us/styles/preloginebaf.css	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
16:45:32	32938/32938	---M-Z	200	added ('OK')	text/css	etag:%220469ab8bd71:0%22	https://mychart.orlandohealth.com/MyChart/en-us/styles/menu.css?updateDt=1628285756	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/en-us/styles/menuebaf.css	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
16:45:33	32873/32873	---M-Z	200	added ('OK')	text/css	etag:%220469ab8bd71:0%22	https://mychart.orlandohealth.com/MyChart/en-us/styles/component.css?updateDt=1628285756	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/en-us/styles/componentebaf.css	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
16:45:33	43179/43179	---M-Z	200	added ('OK')	text/css	etag:%220469ab8bd71:0%22	https://mychart.orlandohealth.com/MyChart/en-us/styles/colors.css?updateDt=1628285756	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/en-us/styles/colorsebaf.css	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
16:45:34	53254/53254	---M-Z	200	added ('OK')	text/css	etag:%2280dca1ab8bd71:0%22	https://mychart.orlandohealth.com/MyChart/en-us/styles/themes.css?updateDt=1628285757	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/en-us/styles/themeseee5.css	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
16:45:35	40/40	---M--	200	added ('OK')	text/css	etag:%22463f7eab8bd71:0%22	https://mychart.orlandohealth.com/MyChart/en-us/styles/externalcolors.css?updateDt=1628285756	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/en-us/styles/externalcolorsebaf.css	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
16:45:35	6117/6117	---M-Z	200	added ('OK')	text/css	etag:%220469ab8bd71:0%22	https://mychart.orlandohealth.com/MyChart/en-us/styles/calendars.css?updateDt=1628285756	C:/My%20Web%20Sites/health%20file/mychart.orlandohealth.com/MyChart/en-us/styles/calendarsebaf.css	(from https://mychart.orlandohealth.com/MyChart/Authentication/Login?postloginurl=inside%2Easp%3Fmode%3Dletters)
